,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.8008425342611089,,
continuous_metrics,MSE,1.1322085588614128,,
exceedance_metrics,MAE,0.17556772590137384,0.4501568014056371,0.4501568014056371
exceedance_metrics,MSE,0.06336736699676462,0.32542476689834887,0.32542476689834887
exceedance_metrics,Brier,0.06336736699676462,0.32542476689834887,0.32542476689834887
exceedance_metrics,PR_AUC,0.9981656790100825,0.46891354880173974,0.46891354880173974
exceedance_metrics,ROC_AUC,0.9970599972948752,0.4662899763754641,0.4662899763754641
exceedance_metrics,Precision,1.0,0.620002189321584,0.537359791031016
exceedance_metrics,Recall,0.9224076305631013,0.9254508690590469,1.0
exceedance_metrics,F1,0.9596379205932662,0.742541563219521,0.6990683562377298
exceedance_metrics,Specificity,1.0,0.3411856807344673,0.0
