,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.40380951231871826,,
continuous_metrics,MSE,0.9821947944735355,,
exceedance_metrics,MAE,0.40679862133314026,0.36229561447423836,0.36229561447423836
exceedance_metrics,MSE,0.25105559269000904,0.2516066082213323,0.2516066082213323
exceedance_metrics,Brier,0.25105559269000904,0.2516066082213323,0.2516066082213323
exceedance_metrics,PR_AUC,0.8790535569894775,0.8564361652112478,0.8564361652112478
exceedance_metrics,ROC_AUC,0.8488190676190501,0.7813019449085703,0.7813019449085703
exceedance_metrics,Precision,0.9988966531813167,0.5076974341886038,0.5127722274132107
exceedance_metrics,Recall,0.4724652087475149,0.7572564612326044,0.8864562624254473
exceedance_metrics,F1,0.6415062507381101,0.6078595651306603,0.6497154045808479
exceedance_metrics,Specificity,0.9995075277895034,0.3070681487735097,0.20514985225833685
