,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.10212250420703142,,
continuous_metrics,MSE,0.014130762685526297,,
exceedance_metrics,MAE,0.34582614158366315,8.240209264437951e-08,8.240209264437951e-08
exceedance_metrics,MSE,0.12117081992578949,1.583309489018282e-14,1.583309489018282e-14
exceedance_metrics,Brier,0.12117081992578949,1.583309489018282e-14,1.583309489018282e-14
exceedance_metrics,PR_AUC,0.0,0.0,0.0
exceedance_metrics,ROC_AUC,,,
exceedance_metrics,Precision,0.0,0.0,0.0
exceedance_metrics,Recall,0.0,0.0,0.0
exceedance_metrics,F1,0.0,0.0,0.0
exceedance_metrics,Specificity,1.0,1.0,1.0
