,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.10389258898335144,,
continuous_metrics,MSE,0.04795569902911413,,
exceedance_metrics,MAE,0.2923546564811392,0.04690784098165519,0.04690784098165519
exceedance_metrics,MSE,0.11856930298085983,0.025871196493757718,0.025871196493757718
exceedance_metrics,Brier,0.11856930298085983,0.025871196493757718,0.025871196493757718
exceedance_metrics,PR_AUC,0.9842945809928678,0.9842193424924764,0.9842193424924764
exceedance_metrics,ROC_AUC,0.9904724657238163,0.9919081801051091,0.9919081801051091
exceedance_metrics,Precision,0.9995205460134812,0.9267413123518434,0.9923305504457337
exceedance_metrics,Recall,0.9098844672657252,0.9434916559691913,0.9002310654685495
exceedance_metrics,F1,0.9525985458357412,0.9350414737163503,0.9440398465369859
exceedance_metrics,Specificity,0.9998452364695708,0.9735536437707679,0.9975328872502162
