,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.02416272614414641,,
continuous_metrics,MSE,0.0014265351764284682,,
exceedance_metrics,MAE,0.489237282225105,0.09203839431397386,0.09203839431397386
exceedance_metrics,MSE,0.4037077250514941,0.04263328213691835,0.04263328213691835
exceedance_metrics,Brier,0.4037077250514941,0.04263328213691835,0.04263328213691835
exceedance_metrics,PR_AUC,0.9828314051769613,0.9808310307059661,0.9808310307059661
exceedance_metrics,ROC_AUC,0.9858244980238222,0.9841137944501995,0.9841137944501995
exceedance_metrics,Precision,0.9942612942612943,0.9758789395835704,1.0
exceedance_metrics,Recall,0.8401774659513,0.8849566652909616,0.700474618241849
exceedance_metrics,F1,0.9107482384520748,0.9281965261620042,0.8238577756204114
exceedance_metrics,Specificity,0.9966913058782119,0.9850756775783175,1.0
