,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.6079025186401674,,
continuous_metrics,MSE,0.9848052872238752,,
exceedance_metrics,MAE,0.26132970751875,0.33347564426714454,0.33347564426714454
exceedance_metrics,MSE,0.11590378600447587,0.22528589944559368,0.22528589944559368
exceedance_metrics,Brier,0.11590378600447587,0.22528589944559368,0.22528589944559368
exceedance_metrics,PR_AUC,0.9491925391633074,0.8818802338552613,0.8818802338552613
exceedance_metrics,ROC_AUC,0.9248223119239335,0.8576737532046835,0.8576737532046835
exceedance_metrics,Precision,0.9999372148507806,0.9046561494869045,0.6549326880605327
exceedance_metrics,Recall,0.6925797614043225,0.5137054807427487,0.9886790264832505
exceedance_metrics,F1,0.818350760904007,0.6553008940375921,0.7879211455042194
exceedance_metrics,Specificity,0.9999520299333217,0.9402772669854012,0.42538256128176016
