,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.07394463825375477,,
continuous_metrics,MSE,0.01293501404533737,,
exceedance_metrics,MAE,0.37279775414705213,0.2824443575148021,0.2824443575148021
exceedance_metrics,MSE,0.2872076294903048,0.1258452892929309,0.1258452892929309
exceedance_metrics,Brier,0.2872076294903048,0.1258452892929309,0.1258452892929309
exceedance_metrics,PR_AUC,0.9248380146083737,0.9659887920356611,0.9659887920356611
exceedance_metrics,ROC_AUC,0.8785821113135589,0.9433631609396144,0.9433631609396144
exceedance_metrics,Precision,0.9960868236013452,0.8399024518850514,0.6538509487121948
exceedance_metrics,Recall,0.6003685277317118,0.9392297770407223,0.966427123641054
exceedance_metrics,F1,0.7491837203954932,0.8867934376032987,0.7799886975402278
exceedance_metrics,Specificity,0.9968702626045284,0.7624333708249792,0.32109149591667074
