,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.22855682764609195,,
continuous_metrics,MSE,0.25082470442243393,,
exceedance_metrics,MAE,0.41754528760564863,0.11001686144121911,0.11001686144121911
exceedance_metrics,MSE,0.19953497205323897,0.0699921817271802,0.0699921817271802
exceedance_metrics,Brier,0.19953497205323897,0.0699921817271802,0.0699921817271802
exceedance_metrics,PR_AUC,0.8431915669253967,0.5658447624710412,0.5658447624710412
exceedance_metrics,ROC_AUC,0.9394713880329374,0.9357630295147049,0.9357630295147049
exceedance_metrics,Precision,0.9988499137435307,0.6189842905826615,0.6234092431346283
exceedance_metrics,Recall,0.4698721850273889,0.5036180428754987,0.5035504159058632
exceedance_metrics,F1,0.6391022398013154,0.5553732567678425,0.557105981818862
exceedance_metrics,Specificity,0.999931480450516,0.9607382981456897,0.9614748833026423
