,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.034323700073235305,,
continuous_metrics,MSE,0.0034627324073552455,,
exceedance_metrics,MAE,0.23624359191031494,0.23624359191031494,0.23624359191031494
exceedance_metrics,MSE,0.056570015252140206,0.056570015252140206,0.056570015252140206
exceedance_metrics,Brier,0.056570015252140206,0.056570015252140206,0.056570015252140206
exceedance_metrics,PR_AUC,0.0,0.0,0.0
exceedance_metrics,ROC_AUC,,,
exceedance_metrics,Precision,0.0,0.0,0.0
exceedance_metrics,Recall,0.0,0.0,0.0
exceedance_metrics,F1,0.0,0.0,0.0
exceedance_metrics,Specificity,1.0,1.0,1.0
