,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.017352478277071124,,
continuous_metrics,MSE,0.0006303194438004884,,
exceedance_metrics,MAE,0.4200766577010234,0.005560399152196208,0.005560399152196208
exceedance_metrics,MSE,0.1826890198275864,0.0010637544501245313,0.0010637544501245313
exceedance_metrics,Brier,0.1826890198275864,0.0010637544501245313,0.0010637544501245313
exceedance_metrics,PR_AUC,0.0,0.0,0.0
exceedance_metrics,ROC_AUC,,,
exceedance_metrics,Precision,0.0,0.0,0.0
exceedance_metrics,Recall,0.0,0.0,0.0
exceedance_metrics,F1,0.0,0.0,0.0
exceedance_metrics,Specificity,1.0,0.9999216594274175,1.0
