,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.1927584999084533,,
continuous_metrics,MSE,0.20723799584457764,,
exceedance_metrics,MAE,0.4646851988950716,0.11931108480857329,0.11931108480857329
exceedance_metrics,MSE,0.30999280098286613,0.09413042679265371,0.09413042679265371
exceedance_metrics,Brier,0.30999280098286613,0.09413042679265371,0.09413042679265371
exceedance_metrics,PR_AUC,0.9239522852039863,0.9161472524057492,0.9161472524057492
exceedance_metrics,ROC_AUC,0.9334462664008429,0.9341742298224449,0.9341742298224449
exceedance_metrics,Precision,0.9979043140462073,0.9474822088100171,0.7923561331814832
exceedance_metrics,Recall,0.6722796143250689,0.7243801652892562,0.8145661157024794
exceedance_metrics,F1,0.8033495185581434,0.8210452363295734,0.8033076374503345
exceedance_metrics,Specificity,0.9992505392461521,0.9786860673417906,0.8866851899243228
