,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,1.825747747747748,,
continuous_metrics,MSE,7.998325946822735,,
exceedance_metrics,MAE,0.2953515705486508,0.3029290152471003,0.3029290152471003
exceedance_metrics,MSE,0.13352514952909114,0.2551840044041762,0.2551840044041762
exceedance_metrics,Brier,0.13352514952909114,0.2551840044041762,0.2551840044041762
exceedance_metrics,PR_AUC,0.9401027289894673,0.9560516344278087,0.9560516344278087
exceedance_metrics,ROC_AUC,0.6906861393574564,0.7438681615975049,0.7438681615975049
exceedance_metrics,Precision,0.999804916113929,0.8875797741777123,0.8693890091882718
exceedance_metrics,Recall,0.2344822327283819,0.7169132225102943,0.9062223577855727
exceedance_metrics,F1,0.3798734990364184,0.7931697769378733,0.8874236473065608
exceedance_metrics,Specificity,0.9997133301481128,0.43105590062111804,0.14696607740086
