,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.2347250389427667,,
continuous_metrics,MSE,0.16045424613742784,,
exceedance_metrics,MAE,0.43976632665025206,0.20017558456575868,0.20017558456575868
exceedance_metrics,MSE,0.20439829074553958,0.09534748082608249,0.09534748082608249
exceedance_metrics,Brier,0.20439829074553958,0.09534748082608249,0.09534748082608249
exceedance_metrics,PR_AUC,0.233887054988667,0.5594247627217083,0.5594247627217083
exceedance_metrics,ROC_AUC,0.624044463283275,0.9304820223499386,0.9304820223499386
exceedance_metrics,Precision,0.9954268292682927,0.5423855633802817,0.23722911373486774
exceedance_metrics,Recall,0.04113904113904114,0.7763497763497763,1.0
exceedance_metrics,F1,0.07901264444310001,0.6386132200139921,0.38348453184832637
exceedance_metrics,Specificity,0.999969339887784,0.8937422710967122,0.47839995094382043
