,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.059913196039045144,,
continuous_metrics,MSE,0.020681629648476956,,
exceedance_metrics,MAE,0.47814685989566486,0.10880250345605753,0.10880250345605753
exceedance_metrics,MSE,0.23555026013424404,0.024540818810945907,0.024540818810945907
exceedance_metrics,Brier,0.23555026013424404,0.024540818810945907,0.024540818810945907
exceedance_metrics,PR_AUC,0.7141712283021425,0.672602986618394,0.672602986618394
exceedance_metrics,ROC_AUC,0.8683655937911184,0.9927722256607918,0.9927722256607918
exceedance_metrics,Precision,0.9969325153374233,0.6743515850144092,1.0
exceedance_metrics,Recall,0.6435643564356436,0.695049504950495,0.01782178217821782
exceedance_metrics,F1,0.7821901323706378,0.6845441248171623,0.03501945525291829
exceedance_metrics,Specificity,0.9999859236215707,0.9976140538562239,1.0
