,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.16213337337788292,,
continuous_metrics,MSE,0.03676847986718557,,
exceedance_metrics,MAE,0.3790515948993255,0.011398391891054613,0.011398391891054613
exceedance_metrics,MSE,0.14945214204135435,0.003528482142618484,0.003528482142618484
exceedance_metrics,Brier,0.14945214204135435,0.003528482142618484,0.003528482142618484
exceedance_metrics,PR_AUC,1.0,0.9973684210526315,0.9973684210526315
exceedance_metrics,ROC_AUC,1.0,0.999999011353615,0.999999011353615
exceedance_metrics,Precision,0.95,0.95,0.0
exceedance_metrics,Recall,1.0,1.0,0.0
exceedance_metrics,F1,0.9743589743589743,0.9743589743589743,0.0
exceedance_metrics,Specificity,0.9999624314373732,0.9999624314373732,1.0
