,,Persistence,EnsembleClassifier,ConformalEnsemble
continuous_metrics,MAE,0.017723731874951833,,
continuous_metrics,MSE,0.0077433392244975925,,
exceedance_metrics,MAE,0.25261979873530976,0.09627403021420361,0.09627403021420361
exceedance_metrics,MSE,0.11828448238738479,0.026507216591406403,0.026507216591406403
exceedance_metrics,Brier,0.11828448238738479,0.026507216591406403,0.026507216591406403
exceedance_metrics,PR_AUC,0.9946410434161551,0.9929340723520101,0.9929340723520101
exceedance_metrics,ROC_AUC,0.9994960626109649,0.9984542389269363,0.9984542389269363
exceedance_metrics,Precision,0.99862660944206,0.7370778356131219,0.06172653336148224
exceedance_metrics,Recall,0.9473941368078176,0.9916938110749186,1.0
exceedance_metrics,F1,0.972335979941496,0.8456357197416846,0.11627576672884453
exceedance_metrics,Specificity,0.999914283571375,0.9767279896283121,0.0
